LOG_NO,"NOTIFIER, VENDOR",DESCRIPTION,REP_DATE,ACCESS_NO 
88133,"BAILEY CONTROLS, BABCOCK AND WILCOX",VERTICAL INDICATORS SHIFT DUE TO TEMPERATURE CHANGES,10/10/1988,8810280043
88134,"PACIFIC GAS AND ELECTRIC, BINGHAM-WILLAME TTE",INADEQUATE HEAT TREATMENT OF AUXILIARY SALT WATER PUMP,10/26/1988,8811140405
88135,"XOMOX CORPORATION, LIMITORQUE, NIAGARA MOHAWK POWER",MOTOR ACTUATORS ON PLUG AND BUTTERFLY VALVES MAY BECOME DISENGAGED UNDER CERTAIN CONDITIONS,09/30/1988,8810200027
88136,GENERAL ELECTRIC,BOILING WATER REACTOR THERMAL HYDRAULIC STABILITY,11/09/1988,Not Available
88137,GENERAL ELECTRIC,BINDING OF MOVABLE CONTACT FINGER IN PHENOLIC FINGER SUPPORT OF HFA RELAYS,10/28/1988,8811170103
88138,"BALTIMORE GAS AND ELECTRIC, AMPHENOL",ELECTRICAL PENETRATION ASSEMBLY CONNECTION STUDS OF DIFFERENT ALLOY THAN SPECIFIED BY VENDOR,09/29/1988,8810170020
88139,"TENNESSEE VALLEY AUTHORITY,XOMOX CORPORATION",IMPROPER DRIVE TRAIN ENGAGEMENT BETWEEN PLUG AND BUTTERFLY VALVES AND THEIR OPERATORS,12/09/1988,8812140171
88140,"NIAGARA MOHAWK POWER,GENERAL ELECTRIC",INDICATING METERS LACK SUPPORTING CLASS IE QUALIFICATION DOCUMENTATION,11/23/1988,8812011099
88141,"MASONEILAN, CONSUMERS POWER,SAMPLE-WEBTROL",LICENSEE RECEIVED NONGENUINE PARTS FOR A TURBINE BYPASS VALVE,11/18/1988,8812120006
88142,"MASONEILAN, CONSUMERS POWER,SAMPLE-WEBTROL",LICENSEE RECEIVED NONGENUINE PARTS FOR A TURBINE BYPASS VALVE,11/18/1988,8812050065
88143,"HOUSTON LIGHTING AND POWER, COOPER ENERGY",ABRASIVE WEAR DUE TO CHIPS FROM THREADED OIL SUPPLY HOLES OF DIESEL GENERATOR ROCKER ARM SHAFT,11/23/1988,8812060296
88144,PX ENGINEERING,REPAIRS AND MODIFICATIONS OF REPLACEMENT LINER AT NONPOWER REACTOR NOT IN ACCORDANCE WITH ANSI/ASME CODES,09/02/1988,8812210214
88145,"WESTINGHOUSE, FLORIDA POWER AND LIGHT",WELDS ON DB-50 BREAKER SECONDARY CONTACT BRACKET FAILED,12/16/1988,8901050342
88146,"DUQUESNE LIGHT, GOULD, TELEMECANIQUE",INADEQUATE CLEARANCE BETWEEN CONTACT CARRIER AND CONTACT HOUSING ON LINESTARTERS,11/28/1988,8812010197
88147,"KANSAS GAS AND ELECTRIC, GENERAL ELECTRIC","CRACKED WELDS ON STRIKER PLATES OF MAGNEBLAST BREAKERS, TYPE AM-4.16-350- 2H",11/18/1988,8811220082
88148,"BBC BROWN BOVERI, PHILADELPHIA ELECTRIC",REACTOR PROTECTION SYSTEM BREAKER TRIP CAUSED BY SPURIOUS TRIP SIGNAL BY A 27N UNDERVOLTAGE RELAY WITH HARMONIC FILTER OPTION,12/23/1987,8811300256
88149,"NIAGARA MOHAWK POWER,COOPER ENERGY",POST LUBRICATING OIL PILOT VALVE FOR DIESEL IMPROPERLY CLASSIFIED AS NONCRITICAL AND REPLACED WITHOUT PROPER QUALITY CONTROLS,11/21/1988,8811230288
88150,"HOUSTON LIGHTING AND POWER, COMSIP INCORPORATED",FLOW REGULATORS FOR CONTAINMENT HYDROGEN ANALYZERS SUPPLIED WITH ELASTOMER DIAPHRAGM RATHER THAN STAINLESS STEEL DIAPHRAGM,11/14/1988,8811180163
88151,"HOUSTON LIGHTING AND POWER, GENERAL ELECTRIC, GOULD",JUMPER CABLES FOR CLASS 1E BATTERIES DIFFER FROM THE GEXOL CABLES SPECIFIED,11/09/1988,8811180103
88152,"WESTINGHOUSE, KANSAS GAS AND ELECTRIC",SWELLING IN FULL LENGTH HAFNIUM CONTROL RODS,12/08/1988,8812220163
88153,"IOWA ELECTRIC LIGHT AND POWER, ITT BARTON INSTRUMENTS, TELEMECANIQUE",IMPROPER ASSEMBLY OF MODEL 288A DIFFERENTIAL PRESSURE INDICATING SWITCH,08/17/1988,8812230153
88154,"POWER CONVERSION PRODUCTS, TEXAS UTILITIES GENERATING",EXCESSIVE TEMPERATURE IN MODEL 3S-130- 300 CLASS 1E BATTERY CHARGERS,12/27/1988,8901100022
88155,"GEORGIA POWER, ANCHOR/DARLING",UNDERESTIMATED VALVE WEIGHTS,12/21/1988,8812280188
88156,"GEORGIA POWER, RAYCHEM",MISAPPLICATION OF VENDOR CRITERIA FOR INSTALLATION OF SPLICES,12/22/1988,8812300273
88157,"GEORGIA POWER, VALCOR ENGINEERING",HIGH SEAT LEAKAGE DURING LOCAL LEAK RATE TESTING OF SOLENOID OPERATED GLOBE VALVE USED FOR CONTAINMENT ISOLATION,12/22/1988,8812300091
88158,"SOUTHERN CALIFORNIA EDISON, TRANSAMERICA DELAVAL",SUMMARY OF CORRECTIONS OF DIESEL GENERATOR DEFECTS,12/27/1988,8901030143
88159,"TRANSAMERICA DELAVAL, COOPER ENERGY, BENDIX",CRACKS IN FUEL INJECTION PUMP DELIVERY VALVE HOLDERS,12/20/1988,8902130420
88160,"TRANSAMERICA DELAVAL, COOPER ENERGY, SOUTHERNCALIFORNIA EDISON",REPAIR KITS FOR A PRESSURE REGULATOR IN DIESEL AIR START SYSTEM,12/20/1988,8902080145
88161,"GEORGIA POWER, PULLMAN POWER PRODUCTS",ASME CLASS 1 TEES FORGED RATHER THAN EXTRUDED,12/15/1988,8812210191
88162,"HOUSTON LIGHTING AND POWER, GENERAL ELECTRIC, GOULD",JUMPER CABLES FOR CLASS IE BATTERIES DIFFER FROM GEXOL CABLES SPECIFIED,12/13/1988,8812200267
88163,"YANKEE ATOMIC ELECTRIC, WESTINGHOUSE",CRACKS IN VALVE DISCS IN 20 INCH MAIN COOLANT SYSTEM ISOLATION VALVE,12/14/1988,8812220129
88164,MORRISON- KNUDSEN,REAPPOINTMENT OF RESPONSIBLE OFFICER FOR 10 CFR PART 21,12/01/1988,8812220320
88165,"TEXAS UTILITIES GENERATING, AUTOMATIC SWITCH COMPANY","SOLENOID VALVE COIL LEADS SUPPLIED WITH INCORRECT MINIMUM BEND RADIUS, EXHIBITED THINNING, AND DISCOLORATION",12/14/1988,8812200038
88166,"BALTIMORE GAS AND ELECTRIC, WESTINGHOUSE",MODEL DS CIRCUIT BREAKER CLOSING COIL SHORTED DURING TEST,12/19/1988,8812270065
88167,"WESTINGHOUSE, KANSAS GAS AND ELECTRIC",FULL LENGTH HAFNIUM ROD CONTROL CLUSTER ASSEMBLY ANOMALY,12/19/1988,Not Available
88168,"INGERSOLL-RAND, FLORIDA POWER AND LIGHT",MINIMUM FLOW ORIFICE HYDROTESTED WITH DEAD WEIGHT TESTER THAT WAS OUT OF CALIBRATION CYCLE,12/22/1988,8901090075
88169,NPS INDUSTRIES,CONNECTION BETWEEN STRUT OR SNUBBER ASSEMBLIES MAY NOT SWING FIVE DEGREES AS REQUIRED,12/15/1988,8902170075
88170,"COLT INDUSTRIES, DUQUESNE LIGHT, PUBLIC SERVICE OF NEW HAMPSHIRE",LUBRICATING OIL STRAINERS WITH FLANGES MADE OF PLATE STOCK DID NOT MEET ASME CODE REQUIREMENTS,12/21/1988,8901170144
88171,BABCOCK AND WILCOX,POTENTIAL DEFICIENCY IN STEAM GENERATOR PLUGS,12/12/1988,8812280071
88172,"CONSUMERS POWER, MASONEILAN, SAMPLE-WEBTROL",SUMMARY OF VALVE PARTS DEFICIENCIES,12/22/1988,8901040430
87001,"MORRISON- KNUDSEN, SQUARE D",RESIDUAL MAGNETISM KEPT 130 VDC RELAY ENERGIZED WHEN IT SHOULD HAVE BEEN DEENERGIZED,01/13/1987,8701160313
87002,"GEORGIA POWER, BECHTEL POWER, CVI INCORPORATED",CONTAINMENT AND AUXILIARY COOLING UNITS EXCEED ALLOWABLE STRESS LIMITS,11/25/1986,8612090465
87003,GEORGIA POWER,STRESS ANALYSIS AND CHANGES IN PIPE SUPPORTS PERFORMED,12/23/1986,8701120151
87004,GEORGIA POWER,LOCKOUT OF CHEMICAL VOLUME AND CONTROL SYSTEM CENTRIFUGAL CHARGING PUMP DURING TESTING,01/14/1987,8702020616
87005,"GEORGIA POWER, KEANE CONTROL",ALL PILOT SOLENOID VALVES ASSOCIATED WITH MAIN STEAM ISOLATION VALVE RETURNED TO VENDOR FOR INSPECTION AND TESTING,01/09/1987,8702020702
87006,"GEORGIA POWER, LIMITORQUE",BURN DAMAGE TO INTERNAL WIRING IN VALVE MOTOR OPERATORS,01/09/1987,8702020699
87007,GEORGIA POWER,SUPPORT OF CABLE IN VERTICAL RACEWAY RUNS,01/09/1987,8702020685
87008,ARIZONA PUBLIC SERVICE,FATIGUE FAILURE OF MAIN CONNECTING ROD IN DIESEL GENERATOR ENGINE,01/09/1987,8702020166
87009,ARIZONA PUBLIC SERVICE,FATIGUE FAILURE OF MAIN CONNECTING ROD IN DIESEL GENERATOR ENGINE,01/13/1987,8702020152
87010,"ARIZONA PUBLIC SERVICE, COOPER ENERGY",DIESEL GENERATOR ENGINE BROKE AT FRACTURED SURFACE,01/12/1987,8701210488
87011,"COOPER ENERGY, COMMONWEALTH EDISON","DESIGN ERROR IN CERTAIN SAFETY SHUTDOWN CIRCUITS FOR STANDBY DIESEL GENERATOR; SWITCHES 12EO-1,  12EO-2, 33EO-1, AND 33EO-2 NOT INTENDED TO INITIATE EMERGENCY MODE TRIP",12/19/1986,8612240135
87012,"COMMONWEALTH EDISON, AUTOMATIC VALVE COMPANY",HOUGHTO 620 LUBRICANT ATTACKS AND DEGRADES ALUMINUM IN VALVES,12/19/1986,8701050357
87013,COMMONWEALTH EDISON,DEFINITION OF SAFETY RELATED IN AGREEMENT WITH NRC RULES,07/23/1986,8701210180
87014,"ILLINOIS POWER, BBC BROWN BOVERI",K600 OR K800 CIRCUIT BREAKERS THAT MAY HAVE CUT HARNESS WIRES BECAUSE OF CONTACT WITH RACKING GEAR INSIDE BREAKERS,07/28/1986,8702020390
87015,AMERICAN AIR FILTER,MODEL 9371BM HYGROTRAN HUMIDITY TRANSMITTERS FAILED IRRADIATION FUNCTIONALITY TEST,01/30/1987,Not Available
87016,"HOUSTON LIGHTING AND POWER, WESTINGHOUSE",EXCESSIVE GREASE IN ELECTRICAL PENETRATION ASSEMBLIES,12/23/1986,8701050227
87017,"DRAVO CORPORATION, HOUSTON LIGHTING AND POWER, BECHTEL POWER",DELIVERED PIPE SPOOLS WITHOUT MAGNETIC PARTICLE OR LIQUID PENETRANT INSPECTION,01/30/1987,8702100077
87018,"NIAGARA MOHAWK POWER,BBC BROWN BOVERI",SILICON CONTROLLED RECTIFIERS IN TRIP DEVICES,12/31/1984,8611130340
87019,GENERAL ELECTRIC,REQUESTS REVISION OF PARAGRAPH 2 OF PAGE 3 OF DRAFT INFORMATION NOTICE DUE TO FAILURETO DIFFERENTIATE BETWEEN BREAKER ADJUSTMENT AND BREAKER LUBRICATION,01/14/1987,8701270064
87020,"PHILADELPHIA ELECTRIC, SOLTEC CORPORATION",POWER CONTROLLERS IN STANDBY GAS TREATMENT SYSTEM,10/30/1986,8611110105
87021,OMAHA PUBLIC POWER DISTRICT,INOPERATIVE FIRE BARRIERS,01/07/1987,8701140166
87022,WASHINGTON PUBLIC POWER,"FLOOR AND WALL MOUNTED SAFETY RELATED EQUIPMENT, AS- BUILT GEOMETRY, AND MASS OF SEISMIC CATEGORY 1 STRUCTURES IN AMPLIFIED RESPONSE SPECTRA",12/17/1986,8612240223
87023,"NIAGARA MOHAWK POWER,GENERAL ELECTRIC",IMPROPER SEATING OF GP SERIES RELAYS,01/26/1987,8702020401
87024,"TENNESSEE VALLEY AUTHORITY,ITT GRINNELL",MISINTERPRETATION OF PIPE MOVEMENT DATA FOR PIPE SUPPORTS,01/21/1987,8701280471
87025,"TOLEDO EDISON, ROCKWELL INTERNATIONAL",MEASURED STROKE TIME OF 36-INCH MAIN STEAM ISOLATION GLOBE VALVES,12/22/1986,8701050381
87026,"LIMITORQUE, PEERLESS WINSMITH, PORTLAND GENERAL ELECTRIC",NUCLEAR GRADE DC MOTORS SLEEVING SYSTEM,12/19/1986,8612290265
87027,ROSEMOUNT,DEFICIENCIES IN 10CFR21 COMPLIANCE PROCEDURE,01/05/1987,8702100374
87028,"TOLEDO EDISON, LIMITORQUE",INADEQUATE MAINTENANCE INSTRUCTIONS FOR MOTOR OPERATOR TORQUE SWITCHES,02/03/1987,8702110083
87029,"NIAGARA MOHAWK POWER,DOW CORNING",FAILURE OF CIRCULATING WATER PIPING CAUSING FLOODING OF TURBINE BUILDING PIPE TUNNELS,02/02/1987,8702110180
87030,BOSTON EDISON,FAILURE OF STANDBY GAS TREATMENT SYSTEM HUMIDITY CONTROL,01/26/1987,8702050392
87031,BASLER ELECTRIC,CRACKING O-RING IN EXCITER LATCH MECHANISM,02/04/1987,8702170612
87032,FOXBORO,HIGH MOISTURE EFFECTS ON SPECIFICATION 200 CURRENT TO VOLTAGE CARDS 2AI-I2V AND 2AI-I3V DURING LONG TERM STORAGE,02/17/1987,8702260450
87033,GENERAL ELECTRIC,CIRCUIT BREAKER FAILURE TO TRIP,02/19/1987,8703030586
87034,"SACRAMENTO MUNICIPAL UTILITY DISTRICT, LIMITORQUE",WARPED GEARED LIMIT SWITCH ROTORS,02/10/1987,8702270389
87035,PARSONS PEEBLES,FAILURE OF WIRE WOUND ROTOR POLE ON DIESEL GENERATOR,02/16/1987,8702240353
87036,NORTHEAST NUCLEAR ENERGY,INSUFFICIENT LENGTH OF UPPER ADJUSTING RING RETAINING PINS ON MAIN STEAM SAFETY VALVES,02/13/1987,8702200232
87037,"BBC BROWN BOVERI, RCA",MISOPERATION OF TRANSISTOR IN 50D OVERCURRENT RELAY,02/11/1987,8702190573
87038,VIRGINIA ELECTRIC AND POWER,ULTRASONIC TESTING OF SUSPECT MATERIALS,01/28/1987,8702240251
87039,TUBE TURNS,"LIST OF PLANTS FURNISHED WITH PENETRATION ASSEMBLIES, NOTING WHICH ASSEMBLIES ARE HYDROSTATICALLY TESTED",02/16/1987,8702250466
87040,"KANSAS STATE UNIVERSITY,GA TECHNOLOGIES",LIST OF TRIGA REACTORS WITH POTENTIAL DEFECT,02/17/1987,8702240432
87041,GEORGIA POWER,FAILURE OF SOLID STATE PROTECTION SYSTEM SLAVE K622,01/10/1987,8702090458
87042,"CONSUMERS POWER, ENERFAB",ACTUATING CAMS FOR INNER AND OUTER EQUALIZING VALVES ON CONTAINMENT AIRLOCK,08/13/1986,8702050296
87043,GEORGIA POWER,CENTRIFUGAL CHARGING PUMP FEEDER BREAKER LOCKOUT DURING TEST,01/10/1987,8702090433
87044,GEORGIA POWER,DIESEL GENERATOR EXCITER CIRCUITRY MODIFIED TO RESET ON EMERGENCY START SIGNAL,01/10/1987,8702090491
87045,WASHINGTON PUBLIC POWER,POWER FEEDER CABLES TO THE STANDBY SERVICE WATER PUMPS ARE TOO SMALL,10/22/1986,8610290323
87046,"GA TECHNOLOGIES, ROCKBESTOS",HIGH TEMPERATURE INSULATION RESISTANCE OF COAXIAL CABLES IN DIGITAL AND ANALOG HIGH RANGE RADIATION MONITOR INSUFFICIENT FOR PROPER OPERATION OF ION CHAMBER,02/23/1987,8703020421
87047,ARIZONA PUBLIC SERVICE,FAILURE OF DIESEL GENERATOR ENGINES,02/09/1987,8703030052
87048,ARIZONA PUBLIC SERVICE,LOOSE ROTOR WINDINGS ON DIESEL GENERATOR,02/05/1987,8703030033
87049,NAVY,RADIOGRAPHIC SOURCE COULD NOT BE PROPERLY CONNECTED TO DRIVE CABLE AND OPERATED,02/19/1987,8702260200
87050,"ARIZONA PUBLIC SERVICE,BBC BROWN BOVERI",K600 OR K800 CIRCUIT BREAKERS,01/20/1987,8702030084
87051,"ARIZONA PUBLIC SERVICE, LIMITORQUE",LEAD WIRES ON OPERATORS,03/05/1987,8703230025
87052,"ARIZONA PUBLIC SERVICE, LIMITORQUE",CONTROL OF DESIGN CHANGE PACKAGES FOR VALVE OPERATORS,03/06/1987,8703200313
87053,"ARIZONA PUBLIC SERVICE, COOPER ENERGY",DIESEL GENERATOR ENGINE FIRE IN FUEL INJECTION TUBE,03/02/1987,8703170107
87054,"ARIZONA PUBLIC SERVICE, RICHMOND ENGINEERING",CRACK IN LETDOWN HEAT EXCHANGER NOZZLE,02/27/1987,8703120076
87055,ARIZONA PUBLIC SERVICE,"QUALIFICATION OF FUSES, TERMINAL BLOCKS, AND WIRES",02/24/1987,8703170177
87056,ARIZONA PUBLIC SERVICE,"TRAVEL LIMIT SWITCHES ON HEATING, VENTILATION, AND AIR CONDITIONING DAMPERS",03/05/1987,8703200188
87057,"ARIZONA PUBLIC SERVICE,GENERAL ELECTRIC",LICENSEE AUDIT OF VENDOR PURCHASE ORDERS,01/07/1987,8702090040
87058,"PUBLIC SERVICE OF NEW HAMPSHIRE, GA TECHNOLOGIES, ROCKBESTOS",COAXIAL CABLE FOR RADIATION INSTRUMENTATION,03/26/1987,8704010393
87059,TEXAS UTILITIES GENERATING,DEFICIENCIES IN POTENTIAL TRANSFORMER TILT OUT ASSEMBLIES,03/27/1987,8704010434
87060,TRANSAMERICA DELAVAL,STATIC EXCITER VOLTAGE REGULATOR RESET DESIGN,03/18/1987,8703260298
87061,TRANSAMERICA DELAVAL,STATIC EXCITER VOLTAGE REGULATOR RESET DESIGN,03/11/1987,8703180043
87062,"MORRISON-KNUDSEN, SQUARE D",RESIDUAL MAGNETISM CAUSES 130 VACUUM RELAY TO REMAIN ENERGIZED WHEN IT SHOULD BE DEENERGIZED,01/15/1987,8705220303
87063,TRANSAMERICA DELAVAL,DIESEL GENERATOR CONTROL PANEL SHUTDOWN CIRCUITRY PREVENTS ENGINE START AFTER EMERGENCY STOP RELAY IS SWITCHED,03/31/1987,8704060385
87064,NUCLEAR PACKAGING,"DESIGN REVISION TO THE NUPAC MODEL N-55 PACKAGE, CERTIFICATE OF COMPLIANCE NO. 9070, DELETING TIE DOWN FUNCTION OF LIFT LUGS",03/03/1987,8705220148
87065,DRAGON VALVES,INCORRECT VALVE STEM MATERIAL,01/28/1987,8705220324
87066,DRESSER INDUSTRIES,CRACKED D34 SPRINGS IN SAFETY VALVES,02/03/1987,8705220002
87067,GENERAL ELECTRIC,EMERGENCY CORE COOLING SYSTEM PUMP MOTOR BRACKET FATIGUE FAILURE,03/24/1987,Not Available
87068,"GULF STATES UTILITIES,GENERAL ELECTRIC, TOPAZ ELECTRONICS",DEFECT IN INVERTER LOW VOLTAGE SHUTOFF,03/03/1987,8703060060
87069,"NEBRASKA PUBLIC POWER DISTRICT, GENERAL ELECTRIC, TOPAZ ELECTRONICS",DEFECT IN INVERTER LOW VOLTAGE SHUTOFF,03/03/1987,8703060046
87070,"VIRGINIA ELECTRIC AND POWER,YUBA HEAT TRANSFER",RECIRCULATION SPRAY HEAT EXCHANGER DIAPHRAGM SEAL PLATE DESIGN ONLY ACCOUNTED FOR INTERNAL PRESSURE,02/20/1987,8703240361
87071,"VERMONT YANKEE, BINGHAM-WILLAMET TE",DESIGN DEFECT IN RESIDUAL HEAT REMOVAL PUMPS FLOW CAPACITY,03/20/1987,8703250444
87072,NORTHEAST NUCLEAR ENERGY,DETERIORATION OF NORYL PLASTIC INSULATION IN 4KV AND 6.9 KV METAL CLAD SWITCHGEAR,03/04/1987,8703170403
87073,"TENNESSEE VALLEY AUTHORITY, LIMITORQUE",FAILED MOTOR PINION KEY AND MOTOR SHAFT IN OPERATOR,03/16/1987,8703260376
87074,"DUQUESNE LIGHT, WESTINGHOUSE",EQUIPMENT QUALIFICATION OF CORE EXIT THERMOCOUPLE SYSTEM,01/27/1987,8702090377
87075,GEORGIA POWER,ERRONEOUS ASSUMPTIONS IN STRESS CALCULATIONS OF NUCLEAR SERVICE COOLING WATER PIPING,02/18/1987,8703240260
87076,"COMBUSTION ENGINEERING, LITTON INDUSTRIES",POST ACCIDENT UNCERTAINTIES FOR CORE EXIT THERMOCOUPLE SYSTEMS,05/22/1987,8706260040
87077,PAUL-MUNROE ENERTECH,"FAILURE OF PRESSURE SWITCHES AND INOPERABLE SOLENOID VALVES, SERVO AMPLIFIERS AND POTENTIOMETERS",04/15/1987,8704210282
87078,"ARIZONA PUBLIC SERVICE,ITT BARTON INSTRUMENTS, COMBUSTION ENGINEERING",PRESSURE TRANSMITTER DOES NOT MEET OVERPRESSURE REQUIREMENTS,03/19/1987,8704030371
87079,"NAMCO CONTROL, NIAGARA MOHAWK POWER",CRACKS IN PLASTIC CONTACT LEVER OF EA180 LIMIT SWITCHES,04/16/1987,8704300440
87080,PENNSYLVANIA POWER AND LIGHT,"INADEQUATE SEISMIC DESIGN OF HEATING, VENTILATION, AND AIR CONDITIONING SYSTEM FOR DIESEL GENERATOR",04/24/1987,8704290080
87081,TELEMECANIQUE,FAILED TYPE J CONTROL RELAYS,04/15/1987,8704200321
87082,PHILADELPHIA ELECTRIC,REACTOR PROTECTION SYSTEM POWER SUPPLY CIRCUIT BREAKER DEFICIENCIES,03/19/1987,8703250038
87083,"COMBUSTION ENGINEERING, WATLOW ELECTRIC",CORROSION LEAKAGE OF INCONEL 600 PRESSURIZER HEATER SHEATHS DEGRADATION IN PRESSURIZER HEATERS,05/11/1987,8705180492
87084,GENERAL ELECTRIC,NONCONSERVATISM IN CONTROL ROD WITHDRAWAL SEQUENCE,05/06/1987,8705120327
87085,GENERAL ELECTRIC,INDUCED WATER LEVEL MEASUREMENT ERRORS WHEN REACTOR CORE ISOLATION COOLING SYSTEM FLOW IS INJECTED THROUGH REACTOR HEAD SPRAY NOZZLE,05/06/1987,8705130003
87086,"TOLEDO EDISON, VELAN VALVE",INCORRECT EQUATION USED TO PREDICT GATE VALVE CLOSING THRUST,04/27/1987,8705060377
87087,"NUCLEAR REGULATORY COMMISSION, PUBLIC SERVICE OF COLORADO",LIST OF 10 CFR PART 21 REPORTS,04/06/1987,8704130454
87088,"NUCLEAR REGULATORY COMMISSION, LOUISIANA POWER AND LIGHT",LIST OF 10 CFR PART 21 REPORTS,04/06/1987,8704130478
87089,BASLER ELECTRIC,CRACKING OF O-RING,04/29/1987,8705070084
87090,"NUCLEAR REGULATORY COMMISSION, PUBLIC SERVICE OF COLORADO",LIST OF 10 CFR PART 21 REPORTS,05/04/1987,8705070391
87091,NUCLEAR REGULATORY COMMISSION,LIST OF 10 CFR PART 21 REPORTS,04/29/1987,8705050121
87092,"HOUSTON LIGHTING AND POWER,GA TECHNOLOGIES, ROCKBESTOS",INADEQUATE COAXIAL CABLE INSULATION RESISTANCE AT HIGH TEMPERATURE,04/27/1987,8704300437
87093,"COLT INDUSTRIES, FAIRBANKS MORSE",EMERGENCY DIESEL GENERATOR INDICATOR VALVE PLUG FAILURE,04/30/1987,8705140099
87094,"SACRAMENTO MUNICIPAL UTILITY DISTRICT,BABCOCK AND WILCOX",ANOMALIES CAUSED BY EXCESSIVE CLEARANCE BETWEEN IMPELLER AND CASING WEAR RINGS,04/29/1987,8705120276
87095,"NUCLEAR REGULATORY COMMISSION, TOLEDO EDISON",DEGRADATION OF STATIC O RING PRESSURE SWITCHES,04/02/1987,8704300252
87096,MISSISSIPPI POWER AND LIGHT,REPORT ON MEETING WITH RESIDENT INSPECTOR REGARDING INTERACTION BETWEEN NUCLEAR POWER PLANT UNITS,04/09/1987,8704280198
87097,"SACRAMENTO MUNICIPAL UTILITY DISTRICT,BABCOCK AND WILCOX",AMPLIFIER FAILURE COMMON TO POWER AND PUMP TRIPS IN REACTOR PROTECTION SYSTEM CHANNELS,04/06/1987,8704220010
87098,"ISOMEDIX, AUTOMATIC SWITCH COMPANY",DOSE AND DOSE RATE MEASUREMENT TOLERANCE,03/30/1987,8704030417
87099,"IOWA ELECTRIC LIGHT AND POWER, FRANK ELECTRIC",SELECTED WELDS PERFORMED ON ALTERNATE SHUTDOWN PANELS WITHOUT QUALIFIED WELD PROCEDURES,04/21/1987,8704280300
87100,"FRANK ELECTRIC, IOWA ELECTRIC LIGHT AND POWER",SEISMIC QUALIFICATIONS OF WELDS PERFORMED ON ALTERNATE SHUTDOWN PANELS,04/29/1987,8705050317
87101,ANSUL CHEMICAL,REPLACEMENT OF HOSES ON RED LINE FIRE EXTINGUISHERS MANUFACTURED BETWEEN 1977 AND 1985,04/22/1987,8705220169
87102,"ITT GRINNELL,ITT HAMMELL DAHL CONAFLOW, BALTIMORE GAS AND ELECTRIC",DEFECT IN THE DESIGN OF EXTENSION BONNETS FOR FOUR PRESSURIZER SPRAY VALVES,05/07/1987,8705220171
87103,"FRANK ELECTRIC, IOWA ELECTRIC LIGHT AND POWER",INVESTIGATION OF ALTERNATE SHUTDOWN PANELS,06/04/1987,8706100480
87104,"HOUSTON LIGHTING AND POWER, WESTINGHOUSE, RDF CORPORATION",EXCESSIVE REACTOR COOLING SYSTEM RESISTANCE TEMPERATURE DETECTOR TIME RESPONSE,04/08/1987,8704130715
87105,CAROLINA POWER AND LIGHT,COMMITMENTS TO NRC MADE DURING MEETING,04/23/1987,8705190632
87106,"BOSTON EDISON, GENERAL ELECTRIC, CLEVELAND ELECTRIC ILLUMINATING",LOOSE BOLTS IN HYDRAULIC CONTROL UNIT SUPPORT FRAMES OF THE CONTROL ROD DRIVE SYSTEM,05/30/1987,8706260081
87107,WESTINGHOUSE,POTENTIAL FAILURE TO COMPLY WITH CONTAINMENT ISOLATION COMMITMENT IF PROPOSED MODIFICATIONS TO COMPONENT COOLING WATER SYSTEM ARE IMPLEMENTED,06/18/1987,8707020404
87108,RICHMOND ENGINEERING,CRACK IN LETDOWN HEAT EXCHANGER NOZZLE,02/27/1987,8703120076
87109,"TENNESSEE VALLEY AUTHORITY, LIMITORQUE, BABCOCK AND WILCOX",INCONSISTENCY IN VALVE ACTUATOR WEIGHTS USED IN SEISMIC ANALYSIS,06/12/1987,8706230498
87110,"WASHINGTON PUBLIC POWER, TRANSAMERICA DELAVAL",EMERGENCY DIESEL GENERATOR STATIC EXCITER VOLTAGE REGULATOR RESET DESIGN DEFICIENCY,04/22/1987,8705050293
87111,"TENNESSEE VALLEY AUTHORITY, MORRISON-KNUDSEN",POSSIBLE RELAY FAILURE TO OPEN IN EMERGENCY DEISEL GENERATOR CONTROL PANELS,05/27/1987,8706040116
87112,"HOUSTON LIGHTING AND POWER, RELIANCE ELECTRIC, JOY MANUFACTURING","HEATING, VENTILATION, AND AIR CONDITIONING FAN MOTOR FAILURES",05/28/1987,8706040027
87113,"DUQUESNE LIGHT, STONE AND WEBSTER",LEAK IN COOLING WATER HEADER LOWER PIPE BANK OF EMERGENCY DEISEL GENERATOR,06/10/1987,8706180174
87114,VITRO CORPORATION,FAILURE OF OPEN ELECTRICAL CONNECTION ON CRIMP LUG IN LOAD SEQUENCING EQUIPMENT,06/16/1987,8706230179
87115,"PUBLIC SERVICE OF COLORADO, LIMITORQUE",MANUFACTURING DEFECT THAT MAY EXIST IN VALVE OPERATOR MODELS SMB-4T AND SMB-3,06/05/1987,8706150234
87116,"SOUTHERN CALIFORNIA EDISON, CROSBY VALVE",SEVERAL CRACKS IN SPARE SAFETY VALVE GUIDE AND BEARING ASSEMBLIES,05/07/1987,8705260279
87117,DRAGON VALVES,DEFICIENCY IN VALVE STEM MATERIAL,06/25/1987,8707010619
87118,TRANSAMERICA DELAVAL,POTENTIAL PROBLEM WITH CONTROL AIR PRESSURE REGULATOR TO ENGINE CONTROL PANEL,05/28/1987,8706300704
